NPI,lst_nm,frst_nm,source,Quality_category_score,PI_category_score,IA_category_score,final_MIPS_score_without_CPB,final_MIPS_score
1609282219,PHILLIP-JOURNAL,DANIELLE,apm,100,85.3,40,95.6,100
1649219064,RAUT,MADALINA,apm,100,85.3,40,95.6,100
1689631467,TIKHOMIROVA,SVETLANA,apm,100,85.3,40,95.6,100
1902863798,WILLIAMS,MARTIN,apm,100,85.3,40,95.6,100
1912921891,SMITH,SPYROS,apm,100,85.3,40,95.6,100
1710986906,BOGDANSKI,CRAIG,individual,,,,45,45
1710277918,SHAH,NIRAV,apm,95.6,84.8,40,93.2,98.6
1952397325,SILVERMAN,ANDREW,individual,100,99,40,99.7,100
1336180579,MILLER,JOEL,individual,89.6,,40,91.2,94.2
1831174051,GERSTENHABER,BRETT,individual,100,81,40,94.3,100
1538387964,KATZ,JACOB,apm,100,72.4,40,91.7,99.8
1992785919,PARIKH,TORAL,group,85.8,,40,87.9,91.6
1093705816,CHEVALIER,CARA,group,80.4,39,40,70.9,75.4
1205369527,GROSS,ZACHARY,group,80.4,39,40,70.9,75.4
1043281348,QURESHI,MOHAMMED,group,93.8,,40,94.7,100
1063695294,GORAL,MARIA,group,93.8,,40,94.7,100
1093003303,GERONIMO,ROMMEL ROMAN,group,93.8,,40,94.7,100
1093145781,NARWAL,PRIYA,group,93.8,,40,94.7,100
1124425889,SNOWDEN,JOHN,group,93.8,,40,94.7,100
1184920274,MUNOZ,JULIAN,group,93.8,,40,94.7,100
1194259572,FINNEGAN,KYLE,group,93.8,,40,94.7,100
1205814399,PEREZ,JOSEPH,group,93.8,,40,94.7,100
1215115472,LIU,ZHENXIANG,group,93.8,,40,94.7,100
1225140650,BELLINO,JENNIFER,group,93.8,,40,94.7,100
1255575924,MA,SHUAIKE,group,93.8,,40,94.7,100
1316469299,MARTIROSIAN,VAZGEN,group,93.8,,40,94.7,100
1386751923,VARMA,SANDEEP,group,93.8,,40,94.7,100
1396092425,RODRIQUES,SHAREEN,group,93.8,,40,94.7,100
1407056278,SHAHZAD,KHURRAM,group,93.8,,40,94.7,100
1407968639,FLANAGAN,KATHERINE,group,93.8,,40,94.7,100
1467839266,EKHLAS,HOSSAIN,group,93.8,,40,94.7,100
1487626214,KANE,MICHAEL,group,93.8,,40,94.7,100
1538271960,POREBSKI,ANDRZEJ,group,93.8,,40,94.7,100
1578660262,FIGURA,ILONA,group,93.8,,40,94.7,100
1629068598,GALAN,LILIANA,group,93.8,,40,94.7,100
1629422548,LU,HAIRONG,group,93.8,,40,94.7,100
1659761948,SHAH,KETANKUMAR,group,93.8,,40,94.7,100
1689867533,LIBROJO,MARIANO,group,93.8,,40,94.7,100
1780681833,NOMIZU,NAOMI,group,93.8,,40,94.7,100
1801897665,STIRBA,CLIFFORD,group,93.8,,40,94.7,100
1831360775,PRAKASH,MANISHA,group,93.8,,40,94.7,100
1841309192,ANSARI,SAIMA,group,93.8,,40,94.7,100
1841490299,CHEN,XIAOYAN,group,93.8,,40,94.7,100
1861819914,FRIEDT,GINA,group,93.8,,40,94.7,100
1861870651,CHANDRASEKARAN,ANITA,group,93.8,,40,94.7,100
1083935365,MADURAM,DAVID,group,87,,40,89,93.4
1265887590,CHEN,KELLY,group,87,,40,89,93.4
1023422607,GENDREAU,KEVIN,apm,100,81.9,40,94.6,100
1033158035,MCGOVERN,TERENCE,apm,100,81.9,40,94.6,100
1033503933,FARIA,PAUL,apm,100,81.9,40,94.6,100
1043416605,ONDRASIK,NICHOLAS,apm,100,81.9,40,94.6,100
1053308171,CARTY,TRICIA,apm,100,81.9,40,94.6,100
1053316356,ADELBERG,DAVID,apm,100,81.9,40,94.6,100
1053765586,SAYRE,JULIE,apm,100,81.9,40,94.6,100
1073502431,LI,JANE,apm,100,81.9,40,94.6,100
1073513438,THIESEN,LARRY,apm,100,81.9,40,94.6,100
1073748893,DA CUNHA,VALENTINA,apm,100,81.9,40,94.6,100
1093700726,LIFRAK,JOSEPH,apm,100,81.9,40,94.6,100
1093712226,KEIGWIN,W,apm,100,81.9,40,94.6,100
1104081025,SHARMA,SONAKSHI,apm,100,81.9,40,94.6,100
1104128909,ROBERTSON,CHRISTOPHER,apm,100,81.9,40,94.6,100
1104812049,CHIHLAS,CHRISTOPHER,apm,100,81.9,40,94.6,100
1104816552,MATEO,HECTOR,apm,100,81.9,40,94.6,100
1104879766,CHARNECKI,SARA,apm,100,81.9,40,94.6,100
1114076452,EVANS,PAUL,apm,100,81.9,40,94.6,100
1114161064,PAPPAS,ALEXIS,apm,100,81.9,40,94.6,100
1124032883,CALDAS,ROBERT,apm,100,81.9,40,94.6,100
1124080312,MELLO,CURTIS,apm,100,81.9,40,94.6,100
1124219621,BARRETO,FELICIA,apm,100,81.9,40,94.6,100
1124255195,KONUK,YUSUF,apm,100,81.9,40,94.6,100
1144373036,MOLIS,AMY,apm,100,81.9,40,94.6,100
1154319440,DELEO,JULIE,apm,100,81.9,40,94.6,100
1154408342,BANSAL,ARVIND,apm,100,81.9,40,94.6,100
1154488492,AISENBERG,ROBERT,apm,100,81.9,40,94.6,100
1154680254,LAMP,LELIA,apm,100,81.9,40,94.6,100
1164517231,ZAHARIA,ANTOANELA,apm,100,81.9,40,94.6,100
1164582508,RYBACK,LUCAS,apm,100,81.9,40,94.6,100
1205034311,SAYEED,SYEDA,apm,100,81.9,40,94.6,100
1215323852,KOPACZEWSKI,KARA,apm,100,81.9,40,94.6,100
1215935291,LAROCK,DENNIS,apm,100,81.9,40,94.6,100
1215999495,KAPOGIANNIS,CHRISTOS,apm,100,81.9,40,94.6,100
1225080005,MCCORMACK,THOMAS,apm,100,81.9,40,94.6,100
1225093362,LAXER,MARIVYL,apm,100,81.9,40,94.6,100
1225099443,SYME,JEFFREY,apm,100,81.9,40,94.6,100
1255328365,CORREIA,CARLOS,apm,100,81.9,40,94.6,100
1265420442,BOND,ANDREA,apm,100,81.9,40,94.6,100
1265438709,FINGLETON,JAMES,apm,100,81.9,40,94.6,100
1265787238,ABUELYAZEED,MICHAEL,apm,100,81.9,40,94.6,100
1285611293,FITZPATRICK,BRIAN,apm,100,81.9,40,94.6,100
1285621300,WOOD,WARREN,apm,100,81.9,40,94.6,100
1285637405,MCGOWEN,ROBERT,apm,100,81.9,40,94.6,100
1285997734,PERRY,MARK,apm,100,81.9,40,94.6,100
1295141810,GUPTA,MANOJ,apm,100,81.9,40,94.6,100
1295783546,BERMAN,MARVIN,apm,100,81.9,40,94.6,100
1326192998,GILLESPIE,DAVID,apm,100,81.9,40,94.6,100
1336107150,SOMERTO,ANNA,apm,100,81.9,40,94.6,100
1336154764,RAPOPORT,RONALD,apm,100,81.9,40,94.6,100
1336552223,OIEN,BINU,apm,100,81.9,40,94.6,100
1346270006,ISMAIL ZADE,IGRAR,apm,100,81.9,40,94.6,100
1346616836,AMORIN,OLIVIA,apm,100,81.9,40,94.6,100
1356735401,LY,NGOC,apm,100,81.9,40,94.6,100
1366410789,EBY,EMMET,apm,100,81.9,40,94.6,100
1366456360,CARNEY,NANCY,apm,100,81.9,40,94.6,100
1366543225,ADDO,ABENA,apm,100,81.9,40,94.6,100
1396732418,CHESNEY,DAVID,apm,100,81.9,40,94.6,100
1407234131,OLIVEIRA,KATELYN,apm,100,81.9,40,94.6,100
1407905938,ZAKNOUN,NADA,apm,100,81.9,40,94.6,100
1417015496,BOYLE,MICHELLE,apm,100,81.9,40,94.6,100
1427014935,SHANA,CHARLES,apm,100,81.9,40,94.6,100
1467459941,PARAMESWARAN,JAYANTHI,apm,100,81.9,40,94.6,100
1467576298,MELLO,ERIKA,apm,100,81.9,40,94.6,100
1467872986,ISHIHARA,EMIKO,apm,100,81.9,40,94.6,100
1477083061,CHANG,JOANN,apm,100,81.9,40,94.6,100
1477519080,SCHWARTZ,RONALD,apm,100,81.9,40,94.6,100
1477727451,DECONDA,DEEPTHI,apm,100,81.9,40,94.6,100
1477930881,REED,JAIMIE,apm,100,81.9,40,94.6,100
1487651618,MINIUTTI,JANE,apm,100,81.9,40,94.6,100
1487708202,PIN,RICHARD,apm,100,81.9,40,94.6,100
1497192454,VAZQUEZ,ZOE,apm,100,81.9,40,94.6,100
1497742514,THEROUX,MARC,apm,100,81.9,40,94.6,100
1518954650,NAHIGYAN,DREW,apm,100,81.9,40,94.6,100
1528097987,HACKNER,DANI,apm,100,81.9,40,94.6,100
1538275987,ZELLER,KATHLEEN,apm,100,81.9,40,94.6,100
1538456298,BYON,TIMOTHY,apm,100,81.9,40,94.6,100
1548228166,KELTY,PATRICK,apm,100,81.9,40,94.6,100
1548257660,DEHNER,LAWRENCE,apm,100,81.9,40,94.6,100
1548429715,PILLAI,ANSI,apm,100,81.9,40,94.6,100
1548498645,MORSE,AIDA,apm,100,81.9,40,94.6,100
1568438513,TREADUP,ANNE MARIE,apm,100,81.9,40,94.6,100
1609878859,BRILLANTES,MIGUEL,apm,100,81.9,40,94.6,100
1619135936,VERMA,HIMANSHU,apm,100,81.9,40,94.6,100
1629428644,BLAIR,WILLIAM,apm,100,81.9,40,94.6,100
1639272909,DELAHANTY,KEVIN,apm,100,81.9,40,94.6,100
1649366220,PATRICK,DIANE,apm,100,81.9,40,94.6,100
1649531302,HUANG,JESSICA,apm,100,81.9,40,94.6,100
1649620683,FRUGGIERO,ROBERT,apm,100,81.9,40,94.6,100
1659428480,AWAD,ESSAM,apm,100,81.9,40,94.6,100
1659513869,JAKHRO,MAZHAR,apm,100,81.9,40,94.6,100
1669432605,RINGIEWICZ,MARK,apm,100,81.9,40,94.6,100
1679780761,KELLY,MICHAEL,apm,100,81.9,40,94.6,100
1679912539,WONG,MICHELLE,apm,100,81.9,40,94.6,100
1689012411,ANDERSEN,JONATHAN,apm,100,81.9,40,94.6,100
1689060097,SHETH,HIMESH,apm,100,81.9,40,94.6,100
1689766016,BARRETTI,MICHAEL,apm,100,81.9,40,94.6,100
1699060046,CHAREST,TINA,apm,100,81.9,40,94.6,100
1700012564,PACHECO,MICHELLE,apm,100,81.9,40,94.6,100
1700866548,BALTZ,MATTHEW,apm,100,81.9,40,94.6,100
1720135577,RODRIGUES,CYNTHIA,apm,100,81.9,40,94.6,100
1730659046,MOYEN,CELESTE,apm,100,81.9,40,94.6,100
1740600295,THEVA,DIDI,apm,100,81.9,40,94.6,100
1750385092,PIVA,KENNETH,apm,100,81.9,40,94.6,100
1750479283,ADDO,THEOPHILUS,apm,100,81.9,40,94.6,100
1770765505,LUC,SUZELLE,apm,100,81.9,40,94.6,100
1801856844,LIPPINCOTT,JAMES,apm,100,81.9,40,94.6,100
1811952955,SHAMIR,KENATH,apm,100,81.9,40,94.6,100
1821050006,SHUBE,PRISCILLA,apm,100,81.9,40,94.6,100
1821284274,HE,BIN,apm,100,81.9,40,94.6,100
1831121383,INWOOD,JESSICA,apm,100,81.9,40,94.6,100
1831489418,LERNER,DAVID,apm,100,81.9,40,94.6,100
1841301546,LANGWORTHY,MICHAEL,apm,100,81.9,40,94.6,100
1861559429,DIOGO,JASON,apm,100,81.9,40,94.6,100
1871593392,DEE,CHRISTIAN,apm,100,81.9,40,94.6,100
1881008324,DRAPER,JACQUELINE,apm,100,81.9,40,94.6,100
1891914669,BAE,DAVID,apm,100,81.9,40,94.6,100
1902804990,CARROLL,JOHN,apm,100,81.9,40,94.6,100
1922003334,ALEXANDRE,HOLLY,apm,100,81.9,40,94.6,100
1932373552,PODKOWA,JOHN,apm,100,81.9,40,94.6,100
1942298674,DELGUERCIO,PAUL,apm,100,81.9,40,94.6,100
1952470080,MANSHARAMANI,NARESH,apm,100,81.9,40,94.6,100
1962713370,DOMINGUES,ERIK,apm,100,81.9,40,94.6,100
1982712030,RAYMOND,ALEXA,apm,100,81.9,40,94.6,100
1982920591,MILLER,DANIEL,apm,100,81.9,40,94.6,100
1992047088,REICH,JASON,apm,100,81.9,40,94.6,100
1942475538,VOSCOPOULOS,CHRISTOPHER,apm,90.6,65.1,40,84.8,91.1
1982994836,SOHN,BRET,group,80.9,83,40,84.4,88.1
1003203753,GITLIN,ZACHARY,group,81.2,,40,84,91.2
1821448846,YANG,SUNMI,group,81.2,,40,84,91.2
1033475439,BAND,ERIC,individual,,,,45,45
1194963116,DESOUSA,RICARDO,individual,,,,45,45
1215186036,RAPALJE,ROBERT,individual,,,,45,45
1710146030,VILSAINT,KEVIN,individual,,,,45,45
1750502308,READ,STEVEN,individual,,,,45,45
1194722967,WRIGHT,GREGORY,group,97.4,,40,97.8,100
1366090870,SPAGNOLETTI,CHRISTOPHER,group,97.4,,40,97.8,100
1639176423,HOWE,KAREN,group,97.4,,40,97.8,100
1699772475,DANE,MICHAEL,group,97.4,,40,97.8,100
1891732830,OBERLE,PAUL,group,97.4,,40,97.8,100
1750645537,EL-YAFAWI,RAMA,individual,,,,45,45
1407995640,ORTIZ,ROBERTO,individual,67.9,,40,72.7,76.5
1184613705,GLASS,CHARLES,apm,100,78.1,40,93.4,99
1831138965,VANNORT,JOSEPH,apm,100,78.3,40,93.5,98.8
1255411070,VASSERMAN,IRINA,individual,53,,40,60,66.4
1376956102,LUDWIG,ERIC,group,,,,45,45
1750305686,FRANCO,MICHAEL,apm,100,78.1,40,93.4,99
1508245572,POPA,VASILE,group,83.5,,40,86,94.2
1770691552,PESCE,KATHERINE,individual,,,,45,45
1730275140,VAUGHAN,THOMAS,apm,99,,40,99.2,100
1194793471,LIN,JACK,apm,100,82.6,40,94.8,100
1306948484,GREY,MARGARET,group,78.3,,40,81.6,85.1
1356443436,FELICIANO,REBECCA,group,78.3,,40,81.6,85.1
1477986396,GREY,JILLIAN,group,78.3,,40,81.6,85.1
1710465612,LEARNED,BRANDON,group,78.3,,40,81.6,85.1
1932623428,STRATTON,SAMANTHA,group,78.3,,40,81.6,85.1
1730179623,SIMKIN,ANDREW DAVID,group,100,,40,100,100
1760473557,KATES,SETH,group,100,,40,100,100
1114913894,WALDSTREICHER,STUART,individual,75.6,79,40,80.3,83.1
1396731642,KLUFAS,ADRIAN,individual,,,,45,45
1629171756,PATEL,PARTHSARTHI,individual,,,,45,45
1326209560,LITANI,CARIN,individual,57.2,,40,63.6,65.5
1811938533,ASGARI,BARDIA,apm,100,78.1,40,93.4,99
1154524643,EL BIZRI,RABIH,group,98.1,52,30,80.8,85
1265489306,OLSSON,LEIF,group,98.1,52,30,80.8,85
1386655710,ROCHA,ANTHONY,group,98.1,52,30,80.8,85
1508152778,CURRY,STEPHANIE,group,98.1,52,30,80.8,85
1538489364,ALAVIAN,MICHAEL,group,98.1,52,30,80.8,85
1598995045,THOMAS,VINOD,group,98.1,52,30,80.8,85
1609820604,IWAMOTO,SATORI,group,98.1,52,30,80.8,85
1679560684,MALIK,AMER,group,98.1,52,30,80.8,85
1730142696,HARMATZ,ALEXANDER,group,98.1,52,30,80.8,85
1780623470,COLAGIOVANNI,STEVEN,group,98.1,52,30,80.8,85
1780891440,REBOVICH,GAYLE,group,98.1,52,30,80.8,85
1780975482,DABIRI,GANARY,group,98.1,52,30,80.8,85
1831157908,EPSTEIN,ALAN,group,98.1,52,30,80.8,85
1922065200,TOUBIA,NABIL,group,98.1,52,30,80.8,85
1972556066,MEHARG,JOSEPH,group,98.1,52,30,80.8,85
1972651677,GILEK-SEIBERT,KATARZYNA,group,98.1,52,30,80.8,85
1972935476,ABDELRAHMAN,ABD ALMONEM,group,98.1,52,30,80.8,85
1508061128,IBRAHIMI,OMAR,individual,,,,45,45
1336386218,KALIL,DOMINIQUE,group,100,70,40,91,94.6
1093169617,LLOYD,DAVID,apm,91.9,69.3,40,86.7,93.1
1316213481,AHMED,AWAIS,apm,91.9,69.3,40,86.7,93.1
1811915911,CHOU,RICHARD,apm,91.9,69.3,40,86.7,93.1
1417063603,CALIKYAN,RAFFI,individual,,,,45,45
1518298918,DEYHIMPANAH,BABAK,individual,,,,45,45
1639335060,SHIN,PETER,group,99.4,73,40,91.5,94.8
1134445653,YADAV,RAJWARDHAN,apm,98.7,61,40,87.6,95.1
1679969273,BRUCE,AMY,apm,98.7,61,40,87.6,95.1
1417971920,NOLFO,EMILY,apm,100,78.1,40,93.4,99
1417147406,VISCHIO,JOHN,group,,,,45,45
1538150982,GREVELINK,JOANNES,individual,,,,45,45
1063403285,GOLDEN,STEVEN,individual,99.1,,40,99.2,100
1144252248,CONNOR,MARIA,individual,100,,40,100,100
1215988225,KLOCK,ALEXIS,individual,96.7,,40,97.2,99.6
1396782926,SCOTT,MARY,individual,100,,40,100,100
1659304319,WEISMAN,EVAN,individual,96.4,,40,96.9,100
1679502405,SAMUELSON,MARK,individual,84.8,,40,87.1,90.4
1710978119,MCPHILLIPS,BRIAN,individual,98.8,,40,99,100
1871584094,LANE,STEPHEN,individual,89.4,,40,91,93.4
1144327214,MARELLA,PAULA,individual,100,78,40,93.4,97.1
1851605877,LEWIS,APRIL,apm,96.5,81.5,40,92.7,99.3
1790743755,JAGADEESAN,UDAYA,individual,,,,45,45
1720008980,LU,LOUISE,group,87.3,60,40,81,86.7
1689751620,FARID,ASHRAF,individual,72.3,76,40,77.6,86.8
1366829210,GOLDSTEIN,ERIC,group,92.1,,40,93.3,97.3
1487897898,DE HAVENON,ADAM,group,92.1,,40,93.3,97.3
1740373737,KACOYANIS,GEORGE,group,100,81,40,94.3,100
1437311289,DJALO,ANNABI,apm,100,84.1,40,95.2,100
1649664970,PFEIFFER,CATHERINE,apm,100,84.1,40,95.2,100
1043745326,MAGIERA,KYLEEN,group,49.7,0,0,27.3,33.5
1073577813,HARNEY,THOMAS,group,49.7,0,0,27.3,33.5
1528065851,CHOKSHI,BIREN,individual,,,,45,45
1548225949,DINWOODIE,PAUL,group,49.7,0,0,27.3,33.5
1922194562,GUILBAULT,LISA,group,49.7,0,0,27.3,33.5
1952490245,GEORGE,DANIEL,individual,,,,45,45
1033434881,HONG,GENEWOO,group,100,,40,100,100
1043275795,GORDON,MICHAEL,group,100,,40,100,100
1114975174,KAHN,RICHARD,group,100,,40,100,100
1316998206,LEE,DAVID,group,100,,40,100,100
1588625396,DIMEO,CHRISTOPHER,group,100,,40,100,100
1689627218,QUINN,THOMAS,group,100,,40,100,100
1750601381,LEE,BRADLEY,group,100,,40,100,100
1750728887,BROUILLETTE,MARK,group,100,,40,100,100
1033602230,GOBEILLE,MICAELA,group,87.7,,40,89.5,93.5
1265827612,HASKOOR,JOHN,group,87.7,,40,89.5,93.5
1356735401,LY,NGOC,group,87.7,,40,89.5,93.5
1639126196,COHEN,ADAM,group,87.7,,40,89.5,93.5
1255775623,MORRISON,TODD,apm,100,78.5,40,93.6,96.9
1669427407,LAROCHE,PAULA,individual,72.6,0,40,54.9,58.6
1407144264,RODA,DOMINIC,individual,70.4,,40,74.9,80.4
1811095706,COLANNINO,DAVID,individual,69.8,,40,74.3,77.6
1417204801,COX,JARED,group,21.7,0,0,11.9,16.6
1457316259,SYLVIA,SCOTT,group,21.7,0,0,11.9,16.6
1538412044,DOYLE,MATTHEW,group,21.7,0,0,11.9,16.6
1689681066,CORROW,CARL,group,21.7,0,0,11.9,16.6
1720095953,CORROW,JOHN,group,21.7,0,0,11.9,16.6
1558498352,LEE,PAUL,individual,,,,45,45
1093748360,MOUCHATI,RIZKALLA,individual,,,,45,45
1245352319,SOMERS,ABA,individual,,,,45,45
1407124357,FISCHER,UWE,apm,100,78.5,40,93.6,99
1235290024,ZWEIG,DANA,individual,100,100,40,100,100
1093767857,COHEN,MAURI,apm,100,79.9,40,94,99.3
1134287006,FURMAN,RONALD,group,75.3,,40,79,82.2
1154405322,LEWIS,MICHELLE,group,75.3,,40,79,82.2
1205319944,UDDIN,AMY,group,75.3,,40,79,82.2
1316030125,FANTONI,NICOLE,group,75.3,,40,79,82.2
1326074972,THEROUX,JAMES,group,75.3,,40,79,82.2
1396094249,BAE,VANIA,group,75.3,,40,79,82.2
1568690436,CATANIO,WHITNEY,group,75.3,,40,79,82.2
1629032743,IRELAND,JANE,group,75.3,,40,79,82.2
1689128795,TRAN,VINH,group,75.3,,40,79,82.2
1952485393,LEMOS,LIONEL,group,75.3,,40,79,82.2
1952742934,BURNS,KRISTEN,group,75.3,,40,79,82.2
1982637153,SCHARFF,EARLE,group,75.3,,40,79,82.2
1083255947,CALLAHAN,KATELYN,group,100,,40,100,100
1093155129,HICKEY,ELICIA,group,100,,40,100,100
1740503598,SABERI,BEHNAM,apm,100,72.4,40,91.7,99.8
1780094391,WOODWARD,TIMOTHY,group,71.7,,40,75.9,80.8
1437152360,ARCHER GOODE,CORLIS,group,66.7,,40,71.7,80.3
1508879685,GAONA,ROSALINDA,group,66.7,,40,71.7,80.3
1558387324,HOLLAND,STEPHEN,group,66.7,,40,71.7,80.3
1568443281,LACK,SYLVIA,group,66.7,,40,71.7,80.3
1609857044,SCHINDLER,JOSEPH,group,66.7,,40,71.7,80.3
1659389526,MARER,M,group,66.7,,40,71.7,80.3
1679652820,LIKIER,HOWARD,group,66.7,,40,71.7,80.3
1831174051,GERSTENHABER,BRETT,group,66.7,,40,71.7,80.3
1952578809,MOHAMMAD,AMIR,group,66.7,,40,71.7,80.3
1578588661,WEINSTEIN,ROBERT,individual,,,,45,45
1659575405,KAUFMAN,JEREMY,individual,,,,45,45
1740212141,PARAISO,EDWARD,individual,,,,45,45
1790717189,VINER,NICHOLAS,individual,,,,45,45
1063619179,POLLITT,ROBERT,apm,100,76.2,40,92.9,100
1144203902,GARCIA,ERIK,apm,100,76.2,40,92.9,100
1528018835,SILK,HUGH,apm,100,76.2,40,92.9,100
1619292976,BRADFORD,JENNIFER,apm,100,76.2,40,92.9,100
1720387764,LIANG,JOHN,apm,100,86.3,40,95.9,100
1487996492,KATAMURA,MONICA,group,88.9,,40,90.6,99.4
1124451752,PANTANO,JILLIAN,group,80.2,,0,68.2,71.1
1154416949,BERNASCONI,JAY,group,80.2,,0,68.2,71.1
1194952721,HOFFMANN,SAMANTHA,group,80.2,,0,68.2,71.1
1235562869,SHEEDY,RYAN,group,80.2,,0,68.2,71.1
1497076590,CAIRNEY,JENNIFER,group,80.2,,0,68.2,71.1
1659354009,ROSS,KRISTEN,group,80.2,,0,68.2,71.1
1659898963,KILKENNY,BRIANNA,group,80.2,,0,68.2,71.1
1851817845,MASSE,JULIA,group,80.2,,0,68.2,71.1
1841604642,MCDONALD,SCOTT,apm,99.9,69.7,40,90.9,95.8
1932188455,MARKS,THOMAS,apm,99.9,69.7,40,90.9,95.8
1154770857,FOLEY,SHANE,group,100,,40,100,100
1477514404,RACCA,MICHAEL,group,100,,40,100,100
1629597471,MAHLMAN,ROBERT,group,100,,40,100,100
1659939262,RUBIN,KENNETH,group,100,,40,100,100
1730335415,BEECHER,MICHAEL,group,100,,40,100,100
1760851034,MORIARTY,ASHLEY,group,100,,40,100,100
1831272426,SURGENT,CAROLYN,group,100,,40,100,100
1922666437,SEMANCIK,MICHAEL,group,100,,40,100,100
1972979839,GUNSSER,BRITT,group,100,,40,100,100
1558324764,VOLPE,JOHN,individual,,,,45,45
1699794404,KINGSLEY,STEPHEN,apm,100,85.3,40,95.6,100
1144217670,KOFF,AMY,individual,100,94,40,98.2,100
1538264767,TARKA,EDWARD,group,,,,45,45
1043409451,ROSS,STEVEN,individual,,,,45,45
1003173592,HSU,PETER,apm,99.8,92,40,97.5,100
1245244060,SMITH,ROBERT,group,100,66,40,89.8,92.2
1306867833,ANDERSON,STEPHEN,group,100,66,40,89.8,92.2
1104813641,COREA,MICHAEL,group,78,70,40,78.9,83
1154387082,BOUCHE,PAUL,group,78,70,40,78.9,83
1174076590,JEFFREY-THOMAS,ALICIA,group,78,70,40,78.9,83
1316236029,BRAJTBORD,JONATHAN,group,78,70,40,78.9,83
1437166881,GILLARD,STEPHEN,group,78,70,40,78.9,83
1679539506,BLEILER,JAMES,group,78,70,40,78.9,83
1730186693,MCCAHILL,PADRAIC,group,78,70,40,78.9,83
1124408810,KHAN,SANA,apm,,,,45,45
1659759850,KHAN,MOHAMMED,apm,,,,45,45
1003878778,ILOEJE,VIVIEN,apm,100,78.2,40,93.5,100
1003886193,KAGAN,JEFFREY,apm,100,78.2,40,93.5,100
1003892829,SCHWARTZ,MARLENE,apm,100,78.2,40,93.5,100
1003915778,TAURO,JOHN,apm,100,78.2,40,93.5,100
1013145101,VANMETER,KIPP,apm,100,78.2,40,93.5,100
1033155163,LUI,ERIC,apm,100,78.2,40,93.5,100
1033309588,MACRIE,JESSICA,apm,100,78.2,40,93.5,100
1033590773,HAMAN,GREGORY,apm,100,78.2,40,93.5,100
1043221179,DAFCIK,ADRIAN,apm,100,78.2,40,93.5,100
1043441439,KANAUJIA,RACHANA,apm,100,78.2,40,93.5,100
1043472228,KUMAR,MANDEEP,apm,100,78.2,40,93.5,100
1043585110,MOYA TAPIA,MANUEL,apm,100,78.2,40,93.5,100
1053319624,QUINN,ANTHONY,apm,100,78.2,40,93.5,100
1053472647,ECHEVERRI,ANA,apm,100,78.2,40,93.5,100
1053592964,GALLAGHER III,JAMES,apm,100,78.2,40,93.5,100
1063584787,DEFUSCO,DIANNE,apm,100,78.2,40,93.5,100
1063777282,RUSH,MARGARET,apm,100,78.2,40,93.5,100
1073522991,PHILLIPS,BARBARA,apm,100,78.2,40,93.5,100
1073755534,SHERKOW,COLLEEN,apm,100,78.2,40,93.5,100
1083068522,CHA,GRACE,apm,100,78.2,40,93.5,100
1083839138,HARWOOD,MICHAEL,apm,100,78.2,40,93.5,100
1083859649,DIVINAGRACIA,THOMAS,apm,100,78.2,40,93.5,100
1093145781,NARWAL,PRIYA,apm,100,78.2,40,93.5,100
1093742090,KAWALICK,MARC,apm,100,78.2,40,93.5,100
1104036136,STAHL,BRANDON,apm,100,78.2,40,93.5,100
1104180926,MAUDOODI,KULSOOM,apm,100,78.2,40,93.5,100
1104837483,TAYLOR,STACY,apm,100,78.2,40,93.5,100
1104845460,ORELLANA,JOSE,apm,100,78.2,40,93.5,100
1124026869,PHILLIPS,HAROLD,apm,100,78.2,40,93.5,100
1124037312,DIAZ,OLIVER,apm,100,78.2,40,93.5,100
1124226394,HORNYAK,MARK,apm,100,78.2,40,93.5,100
1124306089,SHETH,TEJAS,apm,100,78.2,40,93.5,100
1124388129,BLACK,LAURA,apm,100,78.2,40,93.5,100
1134180789,SEMOLIC,ANN,apm,100,78.2,40,93.5,100
1134448269,WEBSTER LAKE,CARISSA,apm,100,78.2,40,93.5,100
1144207655,SCHUCK,ELIZABETH,apm,100,78.2,40,93.5,100
1144227125,ROBBINS,JEFFREY,apm,100,78.2,40,93.5,100
1144431602,TODD,LYNNE,apm,100,78.2,40,93.5,100
1154326833,DAINIAK,SARAH,apm,100,78.2,40,93.5,100
1154332427,RYDELL,MARGARET,apm,100,78.2,40,93.5,100
1154393940,GRALEY,SHANNON,apm,100,78.2,40,93.5,100
1154416782,GATES,PETER,apm,100,78.2,40,93.5,100
1164430070,MOSKOWITZ,LANNY,apm,100,78.2,40,93.5,100
1164483947,KILGANNON,MICHAEL,apm,100,78.2,40,93.5,100
1164719043,CLAIRWOOD,MARIMEG,apm,100,78.2,40,93.5,100
1174687248,CHEEMA,MOHIUDDIN,apm,100,78.2,40,93.5,100
1194710269,SCARLES,JAMES,apm,100,78.2,40,93.5,100
1194718668,MORGENSTERN,JEFFREY,apm,100,78.2,40,93.5,100
1194924373,RIDDLE,CARA,apm,100,78.2,40,93.5,100
1194945063,DOBRITA,ALINA,apm,100,78.2,40,93.5,100
1194987313,JOHN,MANJU,apm,100,78.2,40,93.5,100
1205086733,DAGOSTINE,MICHELLE,apm,100,78.2,40,93.5,100
1215270533,FATEH,ROUZBEH,apm,100,78.2,40,93.5,100
1215387493,KWON,LAURA,apm,100,78.2,40,93.5,100
1215934658,SAMSON,WILNER,apm,100,78.2,40,93.5,100
