pri_spec,zip_code,min_medicare_pricing_for_new_patient,max_medicare_pricing_for_new_patient,mode_medicare_pricing_for_new_patient,min_copay_for_new_patient,max_copay_for_new_patient,mode_copay_for_new_patient
DERMATOLOGY,02061,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02062,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02111,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02114,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02115,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02116,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02118,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02122,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02128,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02130,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02132,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02135,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02138,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02139,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02142,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02143,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02144,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02150,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02151,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02155,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02169,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02176,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02180,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02184,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02189,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02190,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02215,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02301,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02302,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02356,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02360,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02420,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02421,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02445,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02446,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02451,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02452,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02461,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02462,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02467,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02472,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02476,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02481,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02492,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02494,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02554,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02556,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02557,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02601,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02633,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02648,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02657,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02660,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02673,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02703,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02720,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02721,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02747,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02760,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02762,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
DERMATOLOGY,02767,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02777,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02790,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
DERMATOLOGY,02809,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02818,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02842,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02852,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02860,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02864,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02865,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02882,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02888,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02891,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02903,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02904,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02905,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02906,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02908,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02910,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,02920,$61.15 ,$184.89 ,$93.88 ,$15.29 ,$46.22 ,$23.47 
DERMATOLOGY,06001,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06002,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06010,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06030,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06032,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06033,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06042,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06066,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06069,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06070,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06082,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06089,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06106,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06107,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06109,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06239,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06320,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06340,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06355,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06360,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06405,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06410,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06413,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06416,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06426,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06450,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06457,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06460,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06470,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06475,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06477,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06484,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06488,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06489,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06510,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06511,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06517,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06518,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06519,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06606,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06611,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06614,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06708,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06716,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06762,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06776,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06777,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06790,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06810,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06811,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06824,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06830,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06851,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06877,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06878,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06880,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06897,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06902,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06903,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
DERMATOLOGY,06905,$63.47 ,$190.87 ,$97.18 ,$15.87 ,$47.72 ,$24.30 
FAMILY PRACTICE,01001,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01002,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01005,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01007,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01010,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01013,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01020,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01027,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01030,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01035,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01040,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01053,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01060,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01062,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01069,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01075,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01080,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01085,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01098,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01104,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01105,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01107,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01109,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01118,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01119,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01128,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01151,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01199,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01201,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01230,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01238,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01240,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01262,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01267,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01301,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01331,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01370,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01376,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01420,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01436,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01440,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01432,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01450,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01451,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01453,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01462,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01460,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01463,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01473,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01501,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01507,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01510,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01516,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01520,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01523,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01532,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01534,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01540,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01545,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01550,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01562,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01564,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01566,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01570,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01581,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01583,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01585,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01590,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01603,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01604,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01605,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01606,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01608,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01609,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01610,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01655,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01701,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01702,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01719,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01720,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01740,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01742,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01746,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01748,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01749,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01752,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01757,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01772,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01760,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01801,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01803,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01805,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01824,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01826,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01830,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01833,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01835,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01840,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01841,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01843,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01844,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01845,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
FAMILY PRACTICE,01852,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01854,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01863,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01864,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01867,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01876,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01880,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01886,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01887,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01890,$66.29 ,$197.76 ,$101.09 ,$16.57 ,$49.44 ,$25.27 
FAMILY PRACTICE,01901,$61.33 ,$185.13 ,$94.07 ,$15.33 ,$46.28 ,$23.52 
